Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Ferrari,550,2001,premium unleaded (required),485,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,12,8,2774,248500
Ferrari,550,2001,premium unleaded (required),485,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,12,8,2774,205840
Mercedes-Benz,560-Class,1990,regular unleaded,238,8,AUTOMATIC,rear wheel drive,2,Luxury,Large,Coupe,16,12,617,2323
Mercedes-Benz,560-Class,1990,regular unleaded,238,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,16,12,617,2170
Mercedes-Benz,560-Class,1991,regular unleaded,238,8,AUTOMATIC,rear wheel drive,2,Luxury,Large,Coupe,16,12,617,2443
Mercedes-Benz,560-Class,1991,regular unleaded,238,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,16,12,617,2304
McLaren,570S,2016,premium unleaded (required),562,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,23,16,416,184900
Ferrari,575M,2002,premium unleaded (required),515,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,9,2774,214670
Ferrari,575M,2002,premium unleaded (required),515,12,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,16,9,2774,224670
Ferrari,575M,2003,premium unleaded (required),515,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,9,2774,217890
Ferrari,575M,2003,premium unleaded (required),515,12,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,16,9,2774,228339
Ferrari,575M,2004,premium unleaded (required),515,12,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,16,9,2774,228339
Ferrari,575M,2004,premium unleaded (required),515,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,9,2774,217890
Maybach,57,2010,premium unleaded (required),543,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury",Large,Sedan,16,10,67,366000
Maybach,57,2010,premium unleaded (required),631,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,High-Performance",Large,Sedan,16,10,67,455500
Maybach,57,2010,premium unleaded (required),604,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,High-Performance",Large,Sedan,16,10,67,405500
Maybach,57,2011,premium unleaded (required),543,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury",Large,Sedan,16,10,67,372500
Maybach,57,2011,premium unleaded (required),620,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,High-Performance",Large,Sedan,16,10,67,412000
Maybach,57,2012,premium unleaded (required),543,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury",Large,Sedan,16,10,67,379050
Maybach,57,2012,premium unleaded (required),620,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,Performance",Large,Sedan,16,10,67,418950
Ferrari,599,2009,premium unleaded (required),611,12,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,15,11,2774,320580
Ferrari,599,2009,premium unleaded (required),611,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,15,11,2774,310543
Ferrari,599,2010,premium unleaded (required),611,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,15,11,2774,310543
Ferrari,599,2011,premium unleaded (required),611,12,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Midsize,Coupe,15,11,2774,320580
Ferrari,599,2011,premium unleaded (required),661,12,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,High-Performance",Midsize,Coupe,15,11,2774,410000
Mazda,5,2013,regular unleaded,157,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,28,22,586,24470
Mazda,5,2013,regular unleaded,157,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,28,22,586,20940
Mazda,5,2013,regular unleaded,157,4,MANUAL,front wheel drive,4,N/A,Compact,Passenger Minivan,28,21,586,19940
Mazda,5,2013,regular unleaded,157,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,28,22,586,22070
Mazda,5,2014,regular unleaded,157,4,MANUAL,front wheel drive,4,N/A,Compact,Passenger Minivan,28,21,586,20140
Mazda,5,2014,regular unleaded,157,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,28,22,586,24670
Mazda,5,2014,regular unleaded,157,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,28,22,586,21140
Mazda,5,2014,regular unleaded,157,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,28,22,586,22270
Mazda,5,2015,regular unleaded,157,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,28,21,586,24770
Mazda,5,2015,regular unleaded,157,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,28,21,586,22370
Mazda,5,2015,regular unleaded,157,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,28,21,586,21240
BMW,6 Series Gran Coupe,2015,premium unleaded (required),445,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,24,16,3916,92600
BMW,6 Series Gran Coupe,2015,premium unleaded (required),315,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,29,20,3916,81300
BMW,6 Series Gran Coupe,2015,premium unleaded (required),315,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,31,20,3916,78300
BMW,6 Series Gran Coupe,2015,premium unleaded (required),445,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,25,17,3916,89600
BMW,6 Series Gran Coupe,2016,premium unleaded (required),445,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,24,15,3916,93900
BMW,6 Series Gran Coupe,2016,premium unleaded (required),315,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,29,20,3916,82500
BMW,6 Series Gran Coupe,2016,premium unleaded (required),445,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,25,17,3916,90900
BMW,6 Series Gran Coupe,2016,premium unleaded (required),315,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,31,20,3916,79500
BMW,6 Series Gran Coupe,2017,premium unleaded (required),445,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,24,17,3916,91200
BMW,6 Series Gran Coupe,2017,premium unleaded (required),315,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,28,19,3916,82800
BMW,6 Series Gran Coupe,2017,premium unleaded (required),445,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,24,15,3916,94200
BMW,6 Series Gran Coupe,2017,premium unleaded (required),315,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,29,20,3916,79800
BMW,6 Series,2015,premium unleaded (required),445,8,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Midsize,Convertible,25,17,3916,94900
BMW,6 Series,2015,premium unleaded (required),315,6,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Midsize,Convertible,29,20,3916,86600
BMW,6 Series,2015,premium unleaded (required),315,6,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Midsize,Coupe,29,20,3916,79100
BMW,6 Series,2015,premium unleaded (required),315,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,32,21,3916,76100
BMW,6 Series,2015,premium unleaded (required),445,8,AUTOMATIC,all wheel drive,2,"Luxury,High-Performance",Midsize,Coupe,25,16,3916,90400
BMW,6 Series,2015,premium unleaded (required),315,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Convertible,31,20,3916,83600
BMW,6 Series,2015,premium unleaded (required),445,8,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Midsize,Coupe,25,17,3916,87400
BMW,6 Series,2015,premium unleaded (required),445,8,AUTOMATIC,all wheel drive,2,"Luxury,High-Performance",Midsize,Convertible,24,16,3916,97900
BMW,6 Series,2016,premium unleaded (required),315,6,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Midsize,Convertible,29,20,3916,87800
BMW,6 Series,2016,premium unleaded (required),315,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,31,20,3916,77300
BMW,6 Series,2016,premium unleaded (required),445,8,AUTOMATIC,all wheel drive,2,"Luxury,High-Performance",Midsize,Convertible,24,15,3916,99200
BMW,6 Series,2016,premium unleaded (required),445,8,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Midsize,Convertible,25,17,3916,96200
BMW,6 Series,2016,premium unleaded (required),315,6,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Midsize,Coupe,29,20,3916,80300
BMW,6 Series,2016,premium unleaded (required),315,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Convertible,31,20,3916,84800
BMW,6 Series,2016,premium unleaded (required),445,8,AUTOMATIC,all wheel drive,2,"Luxury,High-Performance",Midsize,Coupe,25,16,3916,91700
BMW,6 Series,2016,premium unleaded (required),445,8,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Midsize,Coupe,25,17,3916,88700
BMW,6 Series,2017,premium unleaded (required),445,8,AUTOMATIC,all wheel drive,2,"Luxury,High-Performance",Midsize,Coupe,24,16,3916,92000
BMW,6 Series,2017,premium unleaded (required),315,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,30,21,3916,77600
BMW,6 Series,2017,premium unleaded (required),445,8,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Midsize,Coupe,24,17,3916,89000
BMW,6 Series,2017,premium unleaded (required),315,6,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Midsize,Coupe,28,19,3916,80600
BMW,6 Series,2017,premium unleaded (required),315,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Convertible,29,20,3916,85100
BMW,6 Series,2017,premium unleaded (required),315,6,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Midsize,Convertible,28,19,3916,88100
BMW,6 Series,2017,premium unleaded (required),445,8,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Midsize,Convertible,24,17,3916,96500
BMW,6 Series,2017,premium unleaded (required),445,8,AUTOMATIC,all wheel drive,2,"Luxury,High-Performance",Midsize,Convertible,24,15,3916,99500
Mercedes-Benz,600-Class,1992,regular unleaded,402,12,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,14,10,617,2960
Mercedes-Benz,600-Class,1993,regular unleaded,389,12,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,15,11,617,3108
Mercedes-Benz,600-Class,1993,regular unleaded,389,12,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Convertible,16,12,617,4623
Mercedes-Benz,600-Class,1993,regular unleaded,389,12,AUTOMATIC,rear wheel drive,2,Luxury,Large,Coupe,15,11,617,3211
Pontiac,6000,1990,regular unleaded,140,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,27,17,210,2000
Pontiac,6000,1990,regular unleaded,110,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,29,20,210,2000
Pontiac,6000,1990,regular unleaded,140,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Wagon,27,17,210,2000
Pontiac,6000,1990,regular unleaded,140,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Wagon,27,17,210,2000
Pontiac,6000,1990,regular unleaded,140,6,AUTOMATIC,all wheel drive,4,N/A,Midsize,Sedan,27,17,210,2000
Pontiac,6000,1991,regular unleaded,140,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Wagon,28,17,210,2000
Pontiac,6000,1991,regular unleaded,140,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,28,17,210,2000
Pontiac,6000,1991,regular unleaded,110,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,28,19,210,2000
Ferrari,612 Scaglietti,2009,premium unleaded (required),532,12,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Large,Coupe,16,9,2774,313088
Ferrari,612 Scaglietti,2010,premium unleaded (required),532,12,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Large,Coupe,16,9,2774,313088
Ferrari,612 Scaglietti,2011,premium unleaded (required),532,12,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Large,Coupe,16,9,2774,313088
Mazda,626,2000,regular unleaded,170,6,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,25,19,586,2080
Mazda,626,2000,regular unleaded,170,6,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,25,19,586,2234
Mazda,626,2000,regular unleaded,130,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,29,23,586,2000
Mazda,626,2000,regular unleaded,130,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,25,19,586,2146
Mazda,626,2001,premium unleaded (required),165,6,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,25,19,586,22935
Mazda,626,2001,premium unleaded (required),165,6,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,25,19,586,19935
Mazda,626,2001,regular unleaded,125,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,25,19,586,20935
Mazda,626,2001,regular unleaded,125,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,29,23,586,18735
Mazda,626,2002,premium unleaded (required),165,6,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,25,19,586,19985
Mazda,626,2002,regular unleaded,125,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,29,23,586,18785
Mazda,626,2002,premium unleaded (required),165,6,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,25,19,586,21885
Maybach,62,2010,premium unleaded (required),604,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,High-Performance",Large,Sedan,16,10,67,456500
Maybach,62,2010,premium unleaded (required),543,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury",Large,Sedan,16,10,67,417000
Maybach,62,2010,premium unleaded (required),631,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,High-Performance",Large,Sedan,16,10,67,506500
Maybach,62,2011,premium unleaded (required),543,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury",Large,Sedan,16,10,67,423500
Maybach,62,2011,premium unleaded (required),620,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,High-Performance",Large,Sedan,16,10,67,463000
Maybach,62,2012,premium unleaded (required),620,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,Performance",Large,Sedan,16,10,67,470350
Maybach,62,2012,premium unleaded (required),543,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury",Large,Sedan,16,10,67,430450
McLaren,650S Coupe,2015,premium unleaded (required),641,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,22,16,416,265500
McLaren,650S Spider,2015,premium unleaded (required),641,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,22,16,416,280225
Mazda,6,2015,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,38,26,586,24895
Mazda,6,2015,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,38,26,586,22895
Mazda,6,2015,regular unleaded,184,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,37,25,586,23845
Mazda,6,2015,regular unleaded,184,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,37,25,586,21190
Mazda,6,2015,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,40,28,586,29895
Mazda,6,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,38,26,586,22995
Mazda,6,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,38,26,586,24995
Mazda,6,2016,regular unleaded,184,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,37,25,586,21495
Mazda,6,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,38,26,586,30195
Mazda,6,2016,regular unleaded,184,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,37,25,586,23945
Mazda,6,2017,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,26,586,30695
Mazda,6,2017,regular unleaded,184,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,34,24,586,21945
Mazda,6,2017,regular unleaded,184,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,34,24,586,24195
Mazda,6,2017,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,26,586,22995
Mazda,6,2017,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,26,586,25245
BMW,7 Series,2015,premium unleaded (required),535,12,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,20,13,3916,141200
BMW,7 Series,2015,premium unleaded (required),315,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,29,19,3916,78000
BMW,7 Series,2015,premium unleaded (required),445,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,25,16,3916,91000
BMW,7 Series,2015,premium unleaded (required),445,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,24,16,3916,94000
BMW,7 Series,2015,premium unleaded (required),315,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,28,19,3916,81000
BMW,7 Series,2015,premium unleaded (required),315,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,29,19,3916,74000
BMW,7 Series,2015,premium unleaded (required),445,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,25,17,3916,87300
BMW,7 Series,2015,premium unleaded (required),445,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,24,16,3916,90300
BMW,7 Series,2015,diesel,255,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Large,Sedan,31,23,3916,82500
BMW,7 Series,2016,premium unleaded (required),445,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,25,17,3916,94400
BMW,7 Series,2016,premium unleaded (required),320,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,29,21,3916,81300
BMW,7 Series,2016,premium unleaded (required),445,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,25,16,3916,97400
BMW,7 Series,2017,premium unleaded (required),445,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,26,17,3916,94600
BMW,7 Series,2017,premium unleaded (required),445,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,25,16,3916,97600
BMW,7 Series,2017,premium unleaded (required),320,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,28,19,3916,84500
BMW,7 Series,2017,premium unleaded (required),320,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,29,21,3916,81500
Porsche,718 Cayman,2017,premium unleaded (required),300,4,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,28,21,1715,53900
Porsche,718 Cayman,2017,premium unleaded (required),350,4,MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,26,20,1715,66300
Volvo,740,1990,regular unleaded,114,4,MANUAL,rear wheel drive,4,Luxury,Midsize,Sedan,26,19,870,2000
Volvo,740,1990,regular unleaded,153,4,MANUAL,rear wheel drive,4,Luxury,Midsize,Wagon,26,19,870,2000
Volvo,740,1990,regular unleaded,114,4,MANUAL,rear wheel drive,4,Luxury,Midsize,Wagon,26,19,870,2000
Volvo,740,1990,regular unleaded,114,4,MANUAL,rear wheel drive,4,Luxury,Midsize,Wagon,26,19,870,2000
Volvo,740,1990,regular unleaded,114,4,MANUAL,rear wheel drive,4,Luxury,Midsize,Sedan,26,19,870,2000
Volvo,740,1990,regular unleaded,153,4,MANUAL,rear wheel drive,4,Luxury,Midsize,Sedan,23,18,870,2000
Volvo,740,1991,regular unleaded,162,4,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Wagon,20,17,870,2000
Volvo,740,1991,regular unleaded,162,4,MANUAL,rear wheel drive,4,"Luxury,Performance",Midsize,Wagon,24,18,870,2000
Volvo,740,1991,regular unleaded,114,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,24,18,870,2000
Volvo,740,1991,regular unleaded,162,4,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,20,17,870,2000
Volvo,740,1991,regular unleaded,162,4,MANUAL,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,24,18,870,2000
Volvo,740,1991,regular unleaded,114,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Wagon,24,18,870,2000
Volvo,740,1992,regular unleaded,162,4,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Wagon,20,17,870,2000
Volvo,740,1992,regular unleaded,114,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Wagon,26,18,870,2000
Volvo,740,1992,regular unleaded,114,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,26,18,870,2000
Volvo,740,1992,regular unleaded,114,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Wagon,26,18,870,2000
Volvo,760,1990,regular unleaded,144,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,19,15,870,2000
Volvo,760,1990,regular unleaded,162,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Wagon,20,16,870,2000
Volvo,760,1990,regular unleaded,162,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,20,16,870,2000
Volvo,780,1990,regular unleaded,188,4,AUTOMATIC,rear wheel drive,2,Luxury,Midsize,Coupe,20,16,870,2000
Volvo,780,1990,regular unleaded,144,6,AUTOMATIC,rear wheel drive,2,Luxury,Midsize,Coupe,19,15,870,2000
BMW,8 Series,1995,regular unleaded,282,8,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,22,15,3916,4784
BMW,8 Series,1995,regular unleaded,322,12,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,19,12,3916,5858
BMW,8 Series,1995,regular unleaded,372,12,MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,Performance",Midsize,Coupe,18,10,3916,8488
BMW,8 Series,1996,regular unleaded,322,12,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,19,12,3916,6954
BMW,8 Series,1996,regular unleaded,282,8,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,19,14,3916,5680
BMW,8 Series,1997,regular unleaded,322,12,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,19,12,3916,7624
BMW,8 Series,1997,regular unleaded,282,8,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,19,14,3916,6693
Audi,80,1990,regular unleaded,108,4,MANUAL,front wheel drive,4,Luxury,Compact,Sedan,28,19,3105,2000
Audi,80,1990,regular unleaded,130,5,MANUAL,all wheel drive,4,Luxury,Compact,Sedan,22,16,3105,2000
Audi,80,1991,regular unleaded,130,5,MANUAL,front wheel drive,4,Luxury,Compact,Sedan,24,18,3105,2000
Audi,80,1991,regular unleaded,130,5,MANUAL,all wheel drive,4,Luxury,Compact,Sedan,22,16,3105,2000
Audi,80,1992,regular unleaded,130,5,MANUAL,front wheel drive,4,Luxury,Compact,Sedan,24,18,3105,2000
Audi,80,1992,regular unleaded,130,5,MANUAL,all wheel drive,4,Luxury,Compact,Sedan,22,16,3105,2000
Volvo,850,1995,regular unleaded,222,5,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Wagon,24,17,870,2000
Volvo,850,1995,regular unleaded,168,5,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,26,18,870,2000
Volvo,850,1995,regular unleaded,240,5,AUTOMATIC,front wheel drive,4,"Factory Tuner,Luxury,Performance",Midsize,Sedan,24,17,870,2000
Volvo,850,1995,regular unleaded,168,5,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,26,18,870,2000
Volvo,850,1995,regular unleaded,168,5,MANUAL,front wheel drive,4,Luxury,Midsize,Wagon,26,18,870,2000
Volvo,850,1995,regular unleaded,222,5,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,24,17,870,2000
Volvo,850,1995,regular unleaded,168,5,MANUAL,front wheel drive,4,Luxury,Midsize,Wagon,26,18,870,2000
Volvo,850,1995,regular unleaded,240,5,AUTOMATIC,front wheel drive,4,"Factory Tuner,Luxury,Performance",Midsize,Wagon,24,17,870,2000
Volvo,850,1996,regular unleaded,222,5,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,24,17,870,2000
Volvo,850,1996,regular unleaded,222,5,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Wagon,24,17,870,2000
Volvo,850,1996,regular unleaded,168,5,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,26,18,870,2000
Volvo,850,1996,regular unleaded,222,5,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,24,17,870,2000
Volvo,850,1996,regular unleaded,240,5,AUTOMATIC,front wheel drive,4,"Factory Tuner,Luxury,Performance",Midsize,Sedan,24,17,870,2000
Volvo,850,1996,regular unleaded,168,5,MANUAL,front wheel drive,4,Luxury,Midsize,Wagon,26,18,870,2000
Volvo,850,1996,regular unleaded,240,5,AUTOMATIC,front wheel drive,4,"Factory Tuner,Luxury,Performance",Midsize,Wagon,24,17,870,2000
Volvo,850,1996,regular unleaded,222,5,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Wagon,24,17,870,2000
Volvo,850,1996,regular unleaded,168,5,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,26,18,870,2000
Volvo,850,1996,regular unleaded,168,5,MANUAL,front wheel drive,4,Luxury,Midsize,Wagon,26,18,870,2000
Volvo,850,1997,regular unleaded,168,5,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,26,18,870,2000
Volvo,850,1997,regular unleaded,168,5,MANUAL,front wheel drive,4,Luxury,Midsize,Wagon,26,18,870,2000
Volvo,850,1997,regular unleaded,240,5,AUTOMATIC,front wheel drive,4,"Factory Tuner,Luxury,Performance",Midsize,Sedan,24,17,870,2000
Volvo,850,1997,regular unleaded,222,5,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Wagon,24,17,870,2000
Volvo,850,1997,regular unleaded,240,5,AUTOMATIC,front wheel drive,4,"Factory Tuner,Luxury,Performance",Midsize,Wagon,24,17,870,2091
Volvo,850,1997,regular unleaded,190,5,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Wagon,24,18,870,2000
Volvo,850,1997,regular unleaded,190,5,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,24,18,870,2000
Volvo,850,1997,regular unleaded,222,5,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,24,17,870,2000
